ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-26,1413.6279806084617,-1806.4126196467928,3693.687683074139,1413.6279806084617,1413.6279806084617,-494.1788129654667,-494.1788129654667,-494.1788129654667,7.1466194830815555,7.1466194830815555,7.1466194830815555,-501.3254324485483,-501.3254324485483,-501.3254324485483,0.0,0.0,0.0,919.449167642995
2015-01-27,1413.8767297906018,-1571.790379649971,3916.2161080986857,1413.8767297906018,1413.8767297906018,-126.5864306287019,-126.5864306287019,-126.5864306287019,347.3575507892381,347.3575507892381,347.3575507892381,-473.9439814179399,-473.9439814179399,-473.9439814179399,0.0,0.0,0.0,1287.2902991618998
2015-01-28,1414.125478972742,-1740.246648815117,3527.569121415054,1414.125478972742,1414.125478972742,-556.0246781329048,-556.0246781329048,-556.0246781329048,-102.82822581053652,-102.82822581053652,-102.82822581053652,-453.19645232236826,-453.19645232236826,-453.19645232236826,0.0,0.0,0.0,858.1008008398372
2015-01-30,1414.6229773370226,-1872.9357284676464,3573.221891636177,1414.6229773370226,1414.6229773370226,-503.93402444583495,-503.93402444583495,-503.93402444583495,-69.0555267614804,-69.0555267614804,-69.0555267614804,-434.87849768435456,-434.87849768435456,-434.87849768435456,0.0,0.0,0.0,910.6889528911877
2015-01-31,1414.8717265191628,-1302.7543358779394,3995.4115099948517,1414.8717265191628,1414.8717265191628,-67.54943245224027,-67.54943245224027,-67.54943245224027,370.86703511231906,370.86703511231906,370.86703511231906,-438.4164675645593,-438.4164675645593,-438.4164675645593,0.0,0.0,0.0,1347.3222940669225
2015-02-01,1415.1204757013031,-1878.8414232002879,3755.5375254380156,1415.1204757013031,1415.1204757013031,-320.02069618428374,-320.02069618428374,-320.02069618428374,130.75476628625512,130.75476628625512,130.75476628625512,-450.77546247053886,-450.77546247053886,-450.77546247053886,0.0,0.0,0.0,1095.0997795170194
2015-02-02,1415.3692248834432,-1912.9631729444595,3629.247116589803,1415.3692248834432,1415.3692248834432,-464.77649772412553,-464.77649772412553,-464.77649772412553,7.146619482736588,7.146619482736588,7.146619482736588,-471.9231172068622,-471.9231172068622,-471.9231172068622,0.0,0.0,0.0,950.5927271593176
2015-02-03,1415.6179740655834,-1570.2069435912194,4006.7462720884578,1415.6179740655834,1415.6179740655834,-154.22757662098456,-154.22757662098456,-154.22757662098456,347.35755078945976,347.35755078945976,347.35755078945976,-501.5851274104443,-501.5851274104443,-501.5851274104443,0.0,0.0,0.0,1261.3903974445989
2015-02-04,1415.866723247724,-1935.1636507360458,3767.1808501616792,1415.866723247724,1415.866723247724,-642.0784122194727,-642.0784122194727,-642.0784122194727,-102.82822581104828,-102.82822581104828,-102.82822581104828,-539.2501864084244,-539.2501864084244,-539.2501864084244,0.0,0.0,0.0,773.7883110282512
2015-02-06,1416.3642216120043,-1956.2444857708522,3451.940443396536,1416.3642216120043,1416.3642216120043,-704.4842277689809,-704.4842277689809,-704.4842277689809,-69.05552676083244,-69.05552676083244,-69.05552676083244,-635.4287010081484,-635.4287010081484,-635.4287010081484,0.0,0.0,0.0,711.8799938430234
2015-02-07,1416.6129707941445,-1696.217586916176,3860.825145539037,1416.6129707941445,1416.6129707941445,-320.9906052502216,-320.9906052502216,-320.9906052502216,370.86703511237823,370.86703511237823,370.86703511237823,-691.8576403625999,-691.8576403625999,-691.8576403625999,0.0,0.0,0.0,1095.622365543923
2015-02-08,1416.8617199762848,-1932.688604305328,3507.6979040024853,1416.8617199762848,1416.8617199762848,-621.4130577884818,-621.4130577884818,-621.4130577884818,130.75476628657364,130.75476628657364,130.75476628657364,-752.1678240750554,-752.1678240750554,-752.1678240750554,0.0,0.0,0.0,795.448662187803
2015-02-11,1417.6079675227054,-2365.9316126553626,3119.0345161733903,1417.6079675227054,1417.6079675227054,-1044.425163987326,-1044.425163987326,-1044.425163987326,-102.82822581188002,-102.82822581188002,-102.82822581188002,-941.5969381754461,-941.5969381754461,-941.5969381754461,0.0,0.0,0.0,373.18280353537943
2015-02-12,1417.8567167048457,-2809.1823670577255,2394.623752769805,1417.8567167048457,1417.8567167048457,-1686.5319123212478,-1686.5319123212478,-1686.5319123212478,-684.2422190989295,-684.2422190989295,-684.2422190989295,-1002.2896932223183,-1002.2896932223183,-1002.2896932223183,0.0,0.0,0.0,-268.6751956164021
2015-02-14,1418.3542150691262,-1980.8134229469233,3298.4710671170483,1418.3542150691262,1418.3542150691262,-739.5082481678393,-739.5082481678393,-739.5082481678393,370.8670351123174,370.8670351123174,370.8670351123174,-1110.375283280157,-1110.375283280157,-1110.375283280157,0.0,0.0,0.0,678.8459669012869
2015-02-15,1418.6029642512665,-2390.993540349642,2953.3060135263268,1418.6029642512665,1418.6029642512665,-1023.9793211286242,-1023.9793211286242,-1023.9793211286242,130.7547662864046,130.7547662864046,130.7547662864046,-1154.7340874150286,-1154.7340874150286,-1154.7340874150286,0.0,0.0,0.0,394.6236431226423
2015-02-16,1418.8517134334068,-2523.3516050668127,2904.1854027373893,1418.8517134334068,1418.8517134334068,-1183.648019754112,-1183.648019754112,-1183.648019754112,7.14661948304977,7.14661948304977,7.14661948304977,-1190.7946392371618,-1190.7946392371618,-1190.7946392371618,0.0,0.0,0.0,235.2036936792947
2015-02-17,1419.100462615547,-2161.646241839367,3339.7148982105236,1419.100462615547,1419.100462615547,-870.0029839017668,-870.0029839017668,-870.0029839017668,347.35755078934903,347.35755078934903,347.35755078934903,-1217.3605346911158,-1217.3605346911158,-1217.3605346911158,0.0,0.0,0.0,549.0974787137802
2015-02-18,1419.349211797687,-2783.46648084189,2853.213572309546,1419.349211797687,1419.349211797687,-1336.2471393367184,-1336.2471393367184,-1336.2471393367184,-102.82822580853225,-102.82822580853225,-102.82822580853225,-1233.418913528186,-1233.418913528186,-1233.418913528186,0.0,0.0,0.0,83.10207246096866
2015-02-20,1419.8467101619676,-2719.3416413227437,2643.2784287033064,1419.8467101619676,1419.8467101619676,-1300.077690268736,-1300.077690268736,-1300.077690268736,-69.05552676136469,-69.05552676136469,-69.05552676136469,-1231.022163507371,-1231.022163507371,-1231.022163507371,0.0,0.0,0.0,119.76901989323164
2015-02-21,1420.095459344108,-1953.8821152104276,3226.3702858932197,1420.095459344108,1420.095459344108,-840.7888113393799,-840.7888113393799,-840.7888113393799,370.8670351123455,370.8670351123455,370.8670351123455,-1211.6558464517254,-1211.6558464517254,-1211.6558464517254,0.0,0.0,0.0,579.306648004728
2015-02-22,1420.3442085262482,-2253.524338853057,3215.099934583167,1420.3442085262482,1420.3442085262482,-1049.2282398898833,-1049.2282398898833,-1049.2282398898833,130.75476628623554,130.75476628623554,130.75476628623554,-1179.9830061761188,-1179.9830061761188,-1179.9830061761188,0.0,0.0,0.0,371.11596863636487
2015-02-23,1420.5929577083884,-2311.8542374757335,3234.532399348576,1420.5929577083884,1420.5929577083884,-1129.0282731402704,-1129.0282731402704,-1129.0282731402704,7.146619483065565,7.146619483065565,7.146619483065565,-1136.174892623336,-1136.174892623336,-1136.174892623336,0.0,0.0,0.0,291.5646845681181
2015-02-24,1420.8417068905287,-2147.4415649191305,3431.114900381191,1420.8417068905287,1420.8417068905287,-733.2967446001024,-733.2967446001024,-733.2967446001024,347.3575507892368,347.3575507892368,347.3575507892368,-1080.6542953893395,-1080.6542953893395,-1080.6542953893395,0.0,0.0,0.0,687.5449622904263
2015-02-27,1421.5879520328176,-2315.7158395804927,3299.638398690949,1421.5879520328176,1421.5879520328176,-920.6551599955826,-920.6551599955826,-920.6551599955826,-69.0555267607167,-69.0555267607167,-69.0555267607167,-851.5996332348659,-851.5996332348659,-851.5996332348659,0.0,0.0,0.0,500.932792037235
2015-03-01,1422.0854487943434,-1898.248439756744,3673.5579004360966,1422.0854487943434,1422.0854487943434,-527.4795852151698,-527.4795852151698,-527.4795852151698,130.754766286554,130.754766286554,130.754766286554,-658.2343515017237,-658.2343515017237,-658.2343515017237,0.0,0.0,0.0,894.6058635791736
2015-03-02,1422.334197175106,-1933.9418256317304,3655.690048800065,1422.334197175106,1422.334197175106,-546.5092113055333,-546.5092113055333,-546.5092113055333,7.146619483002142,7.146619483002142,7.146619483002142,-553.6558307885354,-553.6558307885354,-553.6558307885354,0.0,0.0,0.0,875.8249858695727
2015-03-03,1422.5829455558692,-1461.0450246717578,3914.3581413128045,1422.5829455558692,1422.5829455558692,-98.64373908076617,-98.64373908076617,-98.64373908076617,347.3575507895153,347.3575507895153,347.3575507895153,-446.0012898702814,-446.0012898702814,-446.0012898702814,0.0,0.0,0.0,1323.939206475103
2015-03-04,1422.831693936632,-2029.7783499547859,3691.192711732922,1422.831693936632,1422.831693936632,-439.8181557106439,-439.8181557106439,-439.8181557106439,-102.82822580987572,-102.82822580987572,-102.82822580987572,-336.9899299007682,-336.9899299007682,-336.9899299007682,0.0,0.0,0.0,983.0135382259882
2015-03-05,1423.080442317395,-2347.467844377307,3141.941171727801,1423.080442317395,1423.080442317395,-912.6015967719107,-912.6015967719107,-912.6015967719107,-684.2422190988548,-684.2422190988548,-684.2422190988548,-228.35937767305603,-228.35937767305603,-228.35937767305603,0.0,0.0,0.0,510.4788455454842
2015-03-07,1423.577939078921,-848.9188414443668,4653.255194968163,1423.577939078921,1423.577939078921,351.8052103516558,351.8052103516558,351.8052103516558,370.867035112286,370.867035112286,370.867035112286,-19.06182476063022,-19.06182476063022,-19.06182476063022,0.0,0.0,0.0,1775.3831494305769
2015-03-10,1424.3241842212094,-1022.9935038972899,4757.795696642253,1424.3241842212094,1424.3241842212094,598.9025296633324,598.9025296633324,598.9025296633324,347.3575507894599,347.3575507894599,347.3575507894599,251.5449788738725,251.5449788738725,251.5449788738725,0.0,0.0,0.0,2023.2267138845418
2015-03-11,1424.5729326019723,-1328.3182734823083,4460.553351195564,1424.5729326019723,1424.5729326019723,222.0375746256719,222.0375746256719,222.0375746256719,-102.82822581070745,-102.82822581070745,-102.82822581070745,324.86580043637935,324.86580043637935,324.86580043637935,0.0,0.0,0.0,1646.6105072276441
2015-03-14,1425.3191777442612,-409.85146639714935,5165.259736051249,1425.3191777442612,1425.3191777442612,852.1325407540776,852.1325407540776,852.1325407540776,370.86703511231406,370.86703511231406,370.86703511231406,481.2655056417636,481.2655056417636,481.2655056417636,0.0,0.0,0.0,2277.451718498339
2015-03-15,1425.5679261250239,-671.0901357220754,4943.7243241473725,1425.5679261250239,1425.5679261250239,641.3200401223269,641.3200401223269,641.3200401223269,130.75476628604235,130.75476628604235,130.75476628604235,510.5652738362846,510.5652738362846,510.5652738362846,0.0,0.0,0.0,2066.887966247351
2015-03-16,1425.816674505787,-743.2344619815959,4745.830473553247,1425.816674505787,1425.816674505787,535.3407526067493,535.3407526067493,535.3407526067493,7.146619483033729,7.146619483033729,7.146619483033729,528.1941331237156,528.1941331237156,528.1941331237156,0.0,0.0,0.0,1961.1574271125364
2015-03-17,1426.0654228865499,-557.5468447520138,5117.697485533468,1426.0654228865499,1426.0654228865499,881.6951101572555,881.6951101572555,881.6951101572555,347.35755078929094,347.35755078929094,347.35755078929094,534.3375593679646,534.3375593679646,534.3375593679646,0.0,0.0,0.0,2307.7605330438055
2015-03-18,1426.3141712673128,-876.5279877103261,4577.028813137868,1426.3141712673128,1426.3141712673128,426.5663470353126,426.5663470353126,426.5663470353126,-102.82822580960942,-102.82822580960942,-102.82822580960942,529.3945728449221,529.3945728449221,529.3945728449221,0.0,0.0,0.0,1852.8805183026254
2015-03-19,1426.5629196480756,-1463.480876482947,3996.746566683552,1426.5629196480756,1426.5629196480756,-170.27926940324872,-170.27926940324872,-170.27926940324872,-684.2422190989588,-684.2422190989588,-684.2422190989588,513.9629496957101,513.9629496957101,513.9629496957101,0.0,0.0,0.0,1256.283650244827
2015-03-21,1427.0604164096014,-427.5578664358734,4811.718173090981,1427.0604164096014,1427.0604164096014,825.767832640572,825.767832640572,825.767832640572,370.86703511234214,370.86703511234214,370.86703511234214,454.90079752822993,454.90079752822993,454.90079752822993,0.0,0.0,0.0,2252.8282490501733
2015-03-22,1427.3091647903643,-598.0751818678575,4616.688587943544,1427.3091647903643,1427.3091647903643,544.0252400125972,544.0252400125972,544.0252400125972,130.75476628587333,130.75476628587333,130.75476628587333,413.27047372672394,413.27047372672394,413.27047372672394,0.0,0.0,0.0,1971.3344048029617
2015-03-23,1427.5579131711272,-972.9328651749668,4674.8063732378605,1427.5579131711272,1427.5579131711272,372.2445836348271,372.2445836348271,372.2445836348271,7.146619482970318,7.146619482970318,7.146619482970318,365.0979641518569,365.0979641518569,365.0979641518569,0.0,0.0,0.0,1799.8024968059544
2015-03-24,1427.80666155189,-677.3925493288027,4710.401192935864,1427.80666155189,1427.80666155189,658.9828052718882,658.9828052718882,658.9828052718882,347.3575507889018,347.3575507889018,347.3575507889018,311.62525448298635,311.62525448298635,311.62525448298635,0.0,0.0,0.0,2086.789466823778
2015-03-25,1428.0554099326532,-1235.8265035959846,4431.443785433252,1428.0554099326532,1428.0554099326532,151.3086847870142,151.3086847870142,151.3086847870142,-102.82822581012114,-102.82822581012114,-102.82822581012114,254.13691059713534,254.13691059713534,254.13691059713534,0.0,0.0,0.0,1579.3640947196675
2015-03-26,1428.304158313416,-1844.2467936365463,3653.363789199345,1428.304158313416,1428.304158313416,-490.3128900230476,-490.3128900230476,-490.3128900230476,-684.2422190990225,-684.2422190990225,-684.2422190990225,193.92932907597495,193.92932907597495,193.92932907597495,0.0,0.0,0.0,937.9912682903685
2015-03-28,1428.8016550749417,-1010.1517589167169,4422.442029747483,1428.8016550749417,1428.8016550749417,441.2891781672134,441.2891781672134,441.2891781672134,370.8670351122812,370.8670351122812,370.8670351122812,70.42214305493205,70.42214305493205,70.42214305493205,0.0,0.0,0.0,1870.090833242155
2015-03-29,1429.0504034557048,-1086.6517216242307,4389.612199353757,1429.0504034557048,1429.0504034557048,140.26626908978255,140.26626908978255,140.26626908978255,130.7547662863653,130.7547662863653,130.7547662863653,9.511502803417223,9.511502803417223,9.511502803417223,0.0,0.0,0.0,1569.3166725454873
2015-03-30,1429.2991518364677,-1202.5967580279937,4061.7048953100775,1429.2991518364677,1429.2991518364677,-42.24430953012575,-42.24430953012575,-42.24430953012575,7.146619482986105,7.146619482986105,7.146619482986105,-49.390929013111865,-49.390929013111865,-49.390929013111865,0.0,0.0,0.0,1387.054842306342
2015-03-31,1429.5479002172306,-1079.8836372572414,4400.582694832469,1429.5479002172306,1429.5479002172306,242.01466112192549,242.01466112192549,242.01466112192549,347.35755078918027,347.35755078918027,347.35755078918027,-105.34288966725477,-105.34288966725477,-105.34288966725477,0.0,0.0,0.0,1671.562561339156
2015-04-01,1429.7966485979935,-1537.7034214149362,3780.3049974541104,1429.7966485979935,1429.7966485979935,-260.36541637989626,-260.36541637989626,-260.36541637989626,-102.82822581063289,-102.82822581063289,-102.82822581063289,-157.53719056926346,-157.53719056926346,-157.53719056926346,0.0,0.0,0.0,1169.4312322180972
2015-04-02,1430.0453969787563,-2269.9987091599137,3422.297382176074,1430.0453969787563,1430.0453969787563,-889.5569492221978,-889.5569492221978,-889.5569492221978,-684.2422190988435,-684.2422190988435,-684.2422190988435,-205.31473012335425,-205.31473012335425,-205.31473012335425,0.0,0.0,0.0,540.4884477565586
2015-04-04,1430.5428937402821,-1202.6882506378654,4127.1661788016745,1430.5428937402821,1430.5428937402821,85.09502182779956,85.09502182779956,85.09502182779956,370.86703511234043,370.86703511234043,370.86703511234043,-285.7720132845409,-285.7720132845409,-285.7720132845409,0.0,0.0,0.0,1515.6379155680818
2015-04-05,1430.791642121045,-1466.6254136557927,3996.584231451902,1430.791642121045,1430.791642121045,-187.17678713250666,-187.17678713250666,-187.17678713250666,130.7547662860228,130.7547662860228,130.7547662860228,-317.9315534185294,-317.9315534185294,-317.9315534185294,0.0,0.0,0.0,1243.6148549885384
2015-04-06,1431.040390501808,-1653.0012639449299,3903.952106630041,1431.040390501808,1431.040390501808,-337.4834246464291,-337.4834246464291,-337.4834246464291,7.146619483283441,7.146619483283441,7.146619483283441,-344.63004412971264,-344.63004412971264,-344.63004412971264,0.0,0.0,0.0,1093.5569658553788
2015-04-07,1431.289138882571,-1411.1693927523615,4097.382035488944,1431.289138882571,1431.289138882571,-18.637535852648934,-18.637535852648934,-18.637535852648934,347.3575507891249,347.3575507891249,347.3575507891249,-365.9950866417738,-365.9950866417738,-365.9950866417738,0.0,0.0,0.0,1412.6516030299222
2015-04-08,1431.537887263334,-1805.1807056510772,3617.5126438261505,1431.537887263334,1431.537887263334,-485.1203241103891,-485.1203241103891,-485.1203241103891,-102.82822580985487,-102.82822580985487,-102.82822580985487,-382.29209830053435,-382.29209830053435,-382.29209830053435,0.0,0.0,0.0,946.4175631529448
2015-04-11,1432.2841324056226,-1384.4248725706325,4302.410888723008,1432.2841324056226,1432.2841324056226,-34.298184202612106,-34.298184202612106,-34.298184202612106,370.8670351123374,370.8670351123374,370.8670351123374,-405.16521931494947,-405.16521931494947,-405.16521931494947,0.0,0.0,0.0,1397.9859482030106
2015-04-12,1432.5328807863855,-1494.2709038564808,3862.513029675619,1432.5328807863855,1432.5328807863855,-275.2713444839182,-275.2713444839182,-275.2713444839182,130.7547662856802,130.7547662856802,130.7547662856802,-406.0261107695984,-406.0261107695984,-406.0261107695984,0.0,0.0,0.0,1157.2615363024672
2015-04-13,1432.7816291671484,-1665.6816274218415,3802.520657800142,1432.7816291671484,1432.7816291671484,-397.4618015926381,-397.4618015926381,-397.4618015926381,7.146619483299325,7.146619483299325,7.146619483299325,-404.60842107593743,-404.60842107593743,-404.60842107593743,0.0,0.0,0.0,1035.3198275745103
2015-04-15,1433.2791259286741,-1772.8234646700446,3843.2554079183183,1433.2791259286741,1433.2791259286741,-500.5782469653266,-500.5782469653266,-500.5782469653266,-102.82822581004663,-102.82822581004663,-102.82822581004663,-397.75002115527997,-397.75002115527997,-397.75002115527997,0.0,0.0,0.0,932.7008789633476
2015-04-16,1433.527874309437,-2221.888517098679,3085.8176542836954,1433.527874309437,1433.527874309437,-1077.9279407037984,-1077.9279407037984,-1077.9279407037984,-684.2422190989477,-684.2422190989477,-684.2422190989477,-393.6857216048511,-393.6857216048511,-393.6857216048511,0.0,0.0,0.0,355.5999336056386
2015-04-18,1434.0253710709628,-1222.959960415563,4397.437375574534,1434.0253710709628,1434.0253710709628,-16.556072559716625,-16.556072559716625,-16.556072559716625,370.8670351123655,370.8670351123655,370.8670351123655,-387.4231076720821,-387.4231076720821,-387.4231076720821,0.0,0.0,0.0,1417.4692985112463
2015-04-19,1434.2741194517257,-1560.5339399672819,3918.56663033862,1434.2741194517257,1434.2741194517257,-255.52719316365707,-255.52719316365707,-255.52719316365707,130.75476628634573,130.75476628634573,130.75476628634573,-386.2819594500028,-386.2819594500028,-386.2819594500028,0.0,0.0,0.0,1178.7469262880686
2015-04-20,1434.5228678324886,-1607.1928366616962,3759.483847843634,1434.5228678324886,1434.5228678324886,-379.8819331588751,-379.8819331588751,-379.8819331588751,7.146619482593526,7.146619482593526,7.146619482593526,-387.0285526414686,-387.0285526414686,-387.0285526414686,0.0,0.0,0.0,1054.6409346736136
2015-04-21,1434.771616095181,-1361.2621286395763,4230.15996644192,1434.771616095181,1434.771616095181,-42.602054445986305,-42.602054445986305,-42.602054445986305,347.357550789625,347.357550789625,347.357550789625,-389.9596052356113,-389.9596052356113,-389.9596052356113,0.0,0.0,0.0,1392.1695616491945
2015-04-22,1435.0203643578734,-1855.3061767892527,3425.103935451151,1435.0203643578734,1435.0203643578734,-498.09244057038103,-498.09244057038103,-498.09244057038103,-102.82822581087837,-102.82822581087837,-102.82822581087837,-395.26421475950275,-395.26421475950275,-395.26421475950275,0.0,0.0,0.0,936.9279237874923
2015-04-23,1435.2691126205655,-2595.1125908810204,3124.4886384093716,1435.2691126205655,1435.2691126205655,-1087.262984504527,-1087.262984504527,-1087.262984504527,-684.2422190990113,-684.2422190990113,-684.2422190990113,-403.02076540551553,-403.02076540551553,-403.02076540551553,0.0,0.0,0.0,348.00612811603855
2015-04-25,1435.7666091459503,-1485.322180989837,4055.8829287739172,1435.7666091459503,1435.7666091459503,-54.787595092754884,-54.787595092754884,-54.787595092754884,370.8670351123047,370.8670351123047,370.8670351123047,-425.6546302050595,-425.6546302050595,-425.6546302050595,0.0,0.0,0.0,1380.9790140531954
2015-04-26,1436.0153574086428,-1794.3382442041284,3852.6338293825743,1436.0153574086428,1436.0153574086428,-309.3991411868976,-309.3991411868976,-309.3991411868976,130.75476628582962,130.75476628582962,130.75476628582962,-440.15390747272727,-440.15390747272727,-440.15390747272727,0.0,0.0,0.0,1126.6162162217452
2015-04-28,1436.5128539340274,-1535.9545724069371,4053.416317805071,1436.5128539340274,1436.5128539340274,-126.52248897074831,-126.52248897074831,-126.52248897074831,347.3575507892358,347.3575507892358,347.3575507892358,-473.8800397599842,-473.8800397599842,-473.8800397599842,0.0,0.0,0.0,1309.990364963279
2015-04-29,1436.7616021967197,-1764.3030895014226,3515.1434025285134,1436.7616021967197,1436.7616021967197,-595.0534782557444,-595.0534782557444,-595.0534782557444,-102.82822581139008,-102.82822581139008,-102.82822581139008,-492.2252524443544,-492.2252524443544,-492.2252524443544,0.0,0.0,0.0,841.7081239409753
2015-04-30,1437.0103504594117,-2463.977104083433,3123.2494193450502,1437.0103504594117,1437.0103504594117,-1195.1211147900603,-1195.1211147900603,-1195.1211147900603,-684.2422190990285,-684.2422190990285,-684.2422190990285,-510.87889569103197,-510.87889569103197,-510.87889569103197,0.0,0.0,0.0,241.88923566935136
2015-05-02,1437.5078469847965,-1595.3344303297358,3931.0631041287797,1437.5078469847965,1437.5078469847965,-176.01457527878168,-176.01457527878168,-176.01457527878168,370.8670351123016,370.8670351123016,370.8670351123016,-546.8816103910833,-546.8816103910833,-546.8816103910833,0.0,0.0,0.0,1261.4932717060149
2015-05-03,1437.756595247489,-1777.8946506189761,3636.213093131404,1437.756595247489,1437.756595247489,-432.3428524755438,-432.3428524755438,-432.3428524755438,130.75476628566054,130.75476628566054,130.75476628566054,-563.0976187612043,-563.0976187612043,-563.0976187612043,0.0,0.0,0.0,1005.4137427719452
2015-05-04,1438.005343510181,-1656.8634779839008,3582.448184347761,1438.005343510181,1438.005343510181,-570.2443874238127,-570.2443874238127,-570.2443874238127,7.146619483188197,7.146619483188197,7.146619483188197,-577.3910069070008,-577.3910069070008,-577.3910069070008,0.0,0.0,0.0,867.7609560863684
